Measure_seaMeanlevel,date,Value_seaMeanlevel
Andaman Sea,2016-05-21,209.91
Indian Ocean,2016-05-21,48.66
Mediterranean,2016-05-21,15.29
North Sea,2016-05-21,26.66
Persian Gulf,2016-05-21,4.0
Sea Japan,2016-05-21,33.6
Sea Okhotsk,2016-05-21,30.99
South China,2016-05-21,1.21
Andaman Sea,2016-05-21,196.86
Arabian Sea,2016-05-21,164.74
Baltic Sea,2016-05-21,-19.09
Gulf Mexico,2016-05-21,69.56
Indonesian,2016-05-21,21.03
Mediterranean,2016-05-21,15.14
Sea Japan,2016-05-21,34.6
Sea Okhotsk,2016-05-21,25.73
South China,2016-05-21,6.49
Arabian Sea,2016-05-22,157.94
Atlantic Ocean,2016-05-22,34.61
Bay Bengal,2016-05-22,132.74
Bering Sea,2016-05-22,17.88
Caribbean Sea,2016-05-22,61.41
Gulf Mexico,2016-05-22,64.51
Indonesian,2016-05-22,24.07
Nino,2016-05-22,26.01
North Atlantic,2016-05-22,5.82
North Pacific,2016-05-22,19.08
Pacific Ocean,2016-05-22,46.58
Southern Ocean,2016-05-22,48.02
Tropics,2016-05-22,53.95
World,2016-05-22,45.53
Yellow Sea,2016-05-22,34.08
Atlantic Ocean,2016-05-22,38.4
Bay Bengal,2016-05-22,141.33
Bering Sea,2016-05-22,12.9
Caribbean Sea,2016-05-22,65.83
Indian Ocean,2016-05-22,51.95
Nino,2016-05-22,26.66
North Atlantic,2016-05-22,8.15
North Pacific,2016-05-22,15.53
North Sea,2016-05-22,27.09
Pacific Ocean,2016-05-22,45.39
Persian Gulf,2016-05-22,12.93
Southern Ocean,2016-05-22,50.26
Tropics,2016-05-22,55.28
World,2016-05-22,46.58
Yellow Sea,2016-05-22,38.15
Adriatic Sea,2016-05-23,18.81
Adriatic Sea,2016-05-23,7.02
Baltic Sea,2016-05-30,-32.44
Andaman Sea,2016-05-31,256.81
Arabian Sea,2016-05-31,137.94
Bay Bengal,2016-05-31,137.54
Gulf Mexico,2016-05-31,65.31
Indian Ocean,2016-05-31,51.36
Indonesian,2016-05-31,52.57
Mediterranean,2016-05-31,-4.41
Nino,2016-05-31,27.41
North Sea,2016-05-31,-7.94
Pacific Ocean,2016-05-31,56.68
Persian Gulf,2016-05-31,18.8
Sea Japan,2016-05-31,65.4
Sea Okhotsk,2016-05-31,36.69
South China,2016-05-31,2.01
Southern Ocean,2016-05-31,51.72
Tropics,2016-05-31,56.05
World,2016-05-31,48.33
Andaman Sea,2016-05-31,260.36
Arabian Sea,2016-05-31,140.44
Bay Bengal,2016-05-31,140.23
Gulf Mexico,2016-05-31,62.56
Indian Ocean,2016-05-31,52.45
Indonesian,2016-05-31,54.43
Mediterranean,2016-05-31,-4.96
North Sea,2016-05-31,-6.11
Pacific Ocean,2016-05-31,56.19
Sea Japan,2016-05-31,64.4
Sea Okhotsk,2016-05-31,33.43
South China,2016-05-31,1.39
Southern Ocean,2016-05-31,52.26
Tropics,2016-05-31,56.68
World,2016-05-31,48.58
Adriatic Sea,2016-06-01,2.91
Atlantic Ocean,2016-06-01,22.91
Bering Sea,2016-06-01,43.78
Caribbean Sea,2016-06-01,29.81
North Atlantic,2016-06-01,-3.98
North Pacific,2016-06-01,36.58
Yellow Sea,2016-06-01,65.48
Adriatic Sea,2016-06-01,0.22
Atlantic Ocean,2016-06-01,24.5
Baltic Sea,2016-06-01,-50.19
Bering Sea,2016-06-01,39.6
Caribbean Sea,2016-06-01,33.93
Nino,2016-06-01,29.16
North Atlantic,2016-06-01,-1.75
North Pacific,2016-06-01,34.83
Persian Gulf,2016-06-01,18.63
Yellow Sea,2016-06-01,66.55
Andaman Sea,2016-06-10,281.11
Arabian Sea,2016-06-10,132.24
Bay Bengal,2016-06-10,144.94
Bering Sea,2016-06-10,72.88
Indian Ocean,2016-06-10,44.06
Indonesian,2016-06-10,49.67
Mediterranean,2016-06-10,-14.11
Nino,2016-06-10,29.51
North Pacific,2016-06-10,47.68
North Sea,2016-06-10,-11.54
Pacific Ocean,2016-06-10,56.48
Persian Gulf,2016-06-10,-12.6
Sea Japan,2016-06-10,86.7
Sea Okhotsk,2016-06-10,69.29
South China,2016-06-10,-8.69
Southern Ocean,2016-06-10,51.12
Tropics,2016-06-10,53.75
World,2016-06-10,48.33
Andaman Sea,2016-06-10,266.06
Arabian Sea,2016-06-10,135.74
Bay Bengal,2016-06-10,144.53
Bering Sea,2016-06-10,64.5
Gulf Mexico,2016-06-10,81.86
Indian Ocean,2016-06-10,45.55
Indonesian,2016-06-10,48.53
Mediterranean,2016-06-10,-14.46
Nino,2016-06-10,28.26
North Pacific,2016-06-10,46.63
North Sea,2016-06-10,-11.11
Pacific Ocean,2016-06-10,56.59
Sea Japan,2016-06-10,82.9
Sea Okhotsk,2016-06-10,63.03
South China,2016-06-10,-16.01
Southern Ocean,2016-06-10,52.06
Tropics,2016-06-10,53.88
World,2016-06-10,48.38
Atlantic Ocean,2016-06-11,27.31
Caribbean Sea,2016-06-11,40.71
Gulf Mexico,2016-06-11,84.51
North Atlantic,2016-06-11,16.52
Yellow Sea,2016-06-11,78.98
Adriatic Sea,2016-06-11,4.92
Atlantic Ocean,2016-06-11,27.2
Caribbean Sea,2016-06-11,48.33
North Atlantic,2016-06-11,16.65
Persian Gulf,2016-06-11,-8.67
Yellow Sea,2016-06-11,72.45
Adriatic Sea,2016-06-12,4.11
Andaman Sea,2016-06-20,286.21
Arabian Sea,2016-06-20,121.84
Bay Bengal,2016-06-20,144.64
Gulf Mexico,2016-06-20,85.81
Indian Ocean,2016-06-20,51.76
Mediterranean,2016-06-20,49.19
Nino,2016-06-20,34.01
North Pacific,2016-06-20,39.18
North Sea,2016-06-20,-1.94
Pacific Ocean,2016-06-20,51.68
Persian Gulf,2016-06-20,75.2
Sea Okhotsk,2016-06-20,50.89
South China,2016-06-20,-19.79
Southern Ocean,2016-06-20,49.82
Tropics,2016-06-20,57.35
World,2016-06-20,50.73
Andaman Sea,2016-06-20,286.76
Arabian Sea,2016-06-20,123.84
Bay Bengal,2016-06-20,146.73
Bering Sea,2016-06-20,48.5
Gulf Mexico,2016-06-20,80.16
Indian Ocean,2016-06-20,50.45
Indonesian,2016-06-20,51.93
Mediterranean,2016-06-20,47.74
Nino,2016-06-20,34.36
North Pacific,2016-06-20,38.83
Pacific Ocean,2016-06-20,52.59
Persian Gulf,2016-06-20,77.13
Sea Japan,2016-06-20,77.9
Sea Okhotsk,2016-06-20,41.43
South China,2016-06-20,-30.01
Southern Ocean,2016-06-20,50.16
Tropics,2016-06-20,57.08
World,2016-06-20,50.58
Adriatic Sea,2016-06-21,60.01
Atlantic Ocean,2016-06-21,40.21
Bering Sea,2016-06-21,49.78
Caribbean Sea,2016-06-21,73.31
Indonesian,2016-06-21,51.17
North Atlantic,2016-06-21,29.82
Sea Japan,2016-06-21,74.6
Yellow Sea,2016-06-21,61.08
Atlantic Ocean,2016-06-21,39.5
Caribbean Sea,2016-06-21,76.73
North Atlantic,2016-06-21,30.35
North Sea,2016-06-21,1.29
Yellow Sea,2016-06-21,58.25
Adriatic Sea,2016-06-22,77.22
Baltic Sea,2016-06-29,-12.44
Andaman Sea,2016-06-30,281.71
Arabian Sea,2016-06-30,99.84
Atlantic Ocean,2016-06-30,38.31
Bay Bengal,2016-06-30,117.64
Bering Sea,2016-06-30,60.98
Gulf Mexico,2016-06-30,98.41
Indian Ocean,2016-06-30,34.06
Indonesian,2016-06-30,31.87
Mediterranean,2016-06-30,44.09
Nino,2016-06-30,31.31
North Pacific,2016-06-30,50.38
North Sea,2016-06-30,-3.64
Pacific Ocean,2016-06-30,57.08
Persian Gulf,2016-06-30,87.0
Sea Japan,2016-06-30,34.8
Sea Okhotsk,2016-06-30,43.29
South China,2016-06-30,-1.49
Southern Ocean,2016-06-30,41.02
Tropics,2016-06-30,55.15
World,2016-06-30,48.93
Andaman Sea,2016-06-30,284.36
Arabian Sea,2016-06-30,104.54
Atlantic Ocean,2016-06-30,37.1
Baltic Sea,2016-06-30,-41.49
Bay Bengal,2016-06-30,138.13
Bering Sea,2016-06-30,51.7
Gulf Mexico,2016-06-30,84.66
Indian Ocean,2016-06-30,34.75
Indonesian,2016-06-30,37.83
Mediterranean,2016-06-30,45.64
Nino,2016-06-30,32.96
North Pacific,2016-06-30,47.13
North Sea,2016-06-30,6.99
Pacific Ocean,2016-06-30,57.79
Sea Japan,2016-06-30,37.1
Sea Okhotsk,2016-06-30,26.83
South China,2016-06-30,-7.11
Southern Ocean,2016-06-30,41.36
Tropics,2016-06-30,56.08
World,2016-06-30,49.08
Caribbean Sea,2016-07-01,76.61
North Atlantic,2016-07-01,41.12
Yellow Sea,2016-07-01,28.78
Caribbean Sea,2016-07-01,78.23
North Atlantic,2016-07-01,39.55
Persian Gulf,2016-07-01,75.33
Yellow Sea,2016-07-01,18.55
Adriatic Sea,2016-07-02,43.61
Adriatic Sea,2016-07-02,33.12
Baltic Sea,2016-07-09,59.16
Andaman Sea,2016-07-10,191.01
Arabian Sea,2016-07-10,84.74
Atlantic Ocean,2016-07-10,39.61
Bay Bengal,2016-07-10,131.04
Bering Sea,2016-07-10,73.68
Gulf Mexico,2016-07-10,106.61
Indian Ocean,2016-07-10,43.16
Indonesian,2016-07-10,2.27
Mediterranean,2016-07-10,32.49
Nino,2016-07-10,32.91
North Pacific,2016-07-10,62.88
North Sea,2016-07-10,30.46
Pacific Ocean,2016-07-10,53.78
Persian Gulf,2016-07-10,105.0
Sea Japan,2016-07-10,47.5
Sea Okhotsk,2016-07-10,59.69
South China,2016-07-10,-16.29
Southern Ocean,2016-07-10,42.22
Tropics,2016-07-10,51.45
World,2016-07-10,48.83
Andaman Sea,2016-07-10,193.96
Arabian Sea,2016-07-10,91.14
Atlantic Ocean,2016-07-10,38.8
Baltic Sea,2016-07-10,68.51
Bay Bengal,2016-07-10,137.53
Bering Sea,2016-07-10,65.6
Gulf Mexico,2016-07-10,79.76
Indian Ocean,2016-07-10,42.95
Indonesian,2016-07-10,8.63
Mediterranean,2016-07-10,30.54
Nino,2016-07-10,33.46
North Pacific,2016-07-10,59.53
Pacific Ocean,2016-07-10,54.59
Persian Gulf,2016-07-10,118.73
Sea Japan,2016-07-10,43.9
Sea Okhotsk,2016-07-10,49.13
South China,2016-07-10,-16.81
Southern Ocean,2016-07-10,43.26
Tropics,2016-07-10,51.78
World,2016-07-10,49.08
Adriatic Sea,2016-07-11,31.51
Caribbean Sea,2016-07-11,83.11
North Atlantic,2016-07-11,46.72
Yellow Sea,2016-07-11,49.68
Adriatic Sea,2016-07-11,33.42
Caribbean Sea,2016-07-11,85.23
North Atlantic,2016-07-11,44.95
North Sea,2016-07-11,55.99
Yellow Sea,2016-07-11,53.55
Baltic Sea,2016-07-19,224.36
Andaman Sea,2016-07-20,161.31
Arabian Sea,2016-07-20,64.44
Atlantic Ocean,2016-07-20,56.31
Bay Bengal,2016-07-20,127.14
Bering Sea,2016-07-20,58.88
Gulf Mexico,2016-07-20,129.21
Indian Ocean,2016-07-20,44.76
Indonesian,2016-07-20,-11.83
Mediterranean,2016-07-20,28.89
Nino,2016-07-20,36.81
North Atlantic,2016-07-20,70.92
North Pacific,2016-07-20,63.78
North Sea,2016-07-20,69.96
Pacific Ocean,2016-07-20,47.38
Persian Gulf,2016-07-20,139.9
Sea Japan,2016-07-20,43.5
Sea Okhotsk,2016-07-20,55.79
South China,2016-07-20,-4.99
Southern Ocean,2016-07-20,39.62
Tropics,2016-07-20,51.85
World,2016-07-20,49.93
Yellow Sea,2016-07-20,62.88
Andaman Sea,2016-07-20,150.56
Arabian Sea,2016-07-20,69.44
Atlantic Ocean,2016-07-20,54.7
Baltic Sea,2016-07-20,204.01
Bay Bengal,2016-07-20,132.53
Bering Sea,2016-07-20,54.2
Gulf Mexico,2016-07-20,117.16
Indian Ocean,2016-07-20,46.05
Indonesian,2016-07-20,-6.07
Mediterranean,2016-07-20,26.14
Nino,2016-07-20,37.66
North Atlantic,2016-07-20,66.85
North Pacific,2016-07-20,62.63
North Sea,2016-07-20,67.39
Pacific Ocean,2016-07-20,47.49
Sea Japan,2016-07-20,47.8
Sea Okhotsk,2016-07-20,55.33
South China,2016-07-20,-19.81
Southern Ocean,2016-07-20,38.76
Tropics,2016-07-20,52.08
World,2016-07-20,49.68
Yellow Sea,2016-07-20,66.15
Adriatic Sea,2016-07-21,6.31
Caribbean Sea,2016-07-21,97.41
Adriatic Sea,2016-07-21,9.82
Caribbean Sea,2016-07-21,93.03
Persian Gulf,2016-07-21,116.43
Baltic Sea,2016-07-29,113.26
Sea Okhotsk,2016-07-29,57.49
Sea Okhotsk,2016-07-29,53.43
Andaman Sea,2016-07-30,191.21
Arabian Sea,2016-07-30,54.44
Atlantic Ocean,2016-07-30,61.31
Bay Bengal,2016-07-30,115.74
Bering Sea,2016-07-30,59.78
Caribbean Sea,2016-07-30,99.91
Gulf Mexico,2016-07-30,127.41
Indian Ocean,2016-07-30,23.86
Indonesian,2016-07-30,-27.33
Mediterranean,2016-07-30,78.49
Nino,2016-07-30,32.51
North Atlantic,2016-07-30,71.62
North Pacific,2016-07-30,77.58
North Sea,2016-07-30,44.96
Pacific Ocean,2016-07-30,48.78
Persian Gulf,2016-07-30,107.1
Sea Japan,2016-07-30,76.9
South China,2016-07-30,19.61
Southern Ocean,2016-07-30,33.52
Tropics,2016-07-30,49.85
World,2016-07-30,48.73
Yellow Sea,2016-07-30,110.58
Andaman Sea,2016-07-30,202.86
Arabian Sea,2016-07-30,59.64
Atlantic Ocean,2016-07-30,59.7
Baltic Sea,2016-07-30,99.11
Bay Bengal,2016-07-30,121.23
Bering Sea,2016-07-30,57.1
Caribbean Sea,2016-07-30,101.13
Gulf Mexico,2016-07-30,119.76
Indian Ocean,2016-07-30,23.45
Indonesian,2016-07-30,-17.97
Mediterranean,2016-07-30,71.54
Nino,2016-07-30,33.06
North Atlantic,2016-07-30,67.85
North Pacific,2016-07-30,74.23
North Sea,2016-07-30,67.49
Pacific Ocean,2016-07-30,48.29
Persian Gulf,2016-07-30,100.63
Sea Japan,2016-07-30,80.3
South China,2016-07-30,8.69
Southern Ocean,2016-07-30,32.36
Tropics,2016-07-30,49.88
World,2016-07-30,48.08
Yellow Sea,2016-07-30,112.15
Adriatic Sea,2016-07-31,61.51
Adriatic Sea,2016-07-31,49.32
Baltic Sea,2016-08-08,176.26
Andaman Sea,2016-08-09,161.91
Arabian Sea,2016-08-09,47.04
Atlantic Ocean,2016-08-09,56.91
Bay Bengal,2016-08-09,98.44
Bering Sea,2016-08-09,52.78
Caribbean Sea,2016-08-09,88.91
Gulf Mexico,2016-08-09,125.11
Indian Ocean,2016-08-09,25.46
Indonesian,2016-08-09,-24.73
Mediterranean,2016-08-09,91.49
Nino,2016-08-09,29.81
North Atlantic,2016-08-09,80.32
North Pacific,2016-08-09,92.58
North Sea,2016-08-09,121.46
Pacific Ocean,2016-08-09,53.08
Persian Gulf,2016-08-09,77.3
Sea Japan,2016-08-09,99.0
Sea Okhotsk,2016-08-09,76.59
South China,2016-08-09,-4.59
Southern Ocean,2016-08-09,28.92
Tropics,2016-08-09,50.85
World,2016-08-09,49.63
Andaman Sea,2016-08-09,167.16
Arabian Sea,2016-08-09,51.24
Atlantic Ocean,2016-08-09,54.3
Baltic Sea,2016-08-09,215.91
Bay Bengal,2016-08-09,101.43
Bering Sea,2016-08-09,48.6
Caribbean Sea,2016-08-09,86.93
Gulf Mexico,2016-08-09,125.86
Indian Ocean,2016-08-09,22.85
Indonesian,2016-08-09,-17.57
Mediterranean,2016-08-09,90.44
Nino,2016-08-09,28.46
North Atlantic,2016-08-09,77.65
North Pacific,2016-08-09,92.33
North Sea,2016-08-09,127.49
Pacific Ocean,2016-08-09,52.79
Persian Gulf,2016-08-09,60.13
Sea Japan,2016-08-09,98.4
Sea Okhotsk,2016-08-09,77.93
South China,2016-08-09,-4.51
Southern Ocean,2016-08-09,26.56
Tropics,2016-08-09,49.88
World,2016-08-09,48.78
Yellow Sea,2016-08-09,135.75
Adriatic Sea,2016-08-10,45.21
Yellow Sea,2016-08-10,135.48
Adriatic Sea,2016-08-10,35.52
Baltic Sea,2016-08-18,290.36
North Sea,2016-08-18,68.46
Sea Japan,2016-08-18,106.1
Andaman Sea,2016-08-19,131.61
Arabian Sea,2016-08-19,23.34
Atlantic Ocean,2016-08-19,49.31
Bay Bengal,2016-08-19,69.14
Bering Sea,2016-08-19,76.98
Caribbean Sea,2016-08-19,102.51
Gulf Mexico,2016-08-19,108.01
Indian Ocean,2016-08-19,20.96
Indonesian,2016-08-19,-17.43
Mediterranean,2016-08-19,70.29
Nino,2016-08-19,34.61
North Atlantic,2016-08-19,82.42
North Pacific,2016-08-19,98.08
Pacific Ocean,2016-08-19,59.98
Persian Gulf,2016-08-19,98.6
Sea Japan,2016-08-19,110.3
Sea Okhotsk,2016-08-19,83.19
South China,2016-08-19,-13.29
Southern Ocean,2016-08-19,30.82
Tropics,2016-08-19,48.65
World,2016-08-19,50.03
Yellow Sea,2016-08-19,137.38
Andaman Sea,2016-08-19,136.36
Arabian Sea,2016-08-19,23.64
Atlantic Ocean,2016-08-19,47.1
Baltic Sea,2016-08-19,274.41
Bay Bengal,2016-08-19,69.53
Bering Sea,2016-08-19,77.3
Caribbean Sea,2016-08-19,102.53
Gulf Mexico,2016-08-19,100.76
Indian Ocean,2016-08-19,19.85
Indonesian,2016-08-19,-10.97
Mediterranean,2016-08-19,64.64
Nino,2016-08-19,32.56
North Atlantic,2016-08-19,80.75
North Pacific,2016-08-19,98.73
North Sea,2016-08-19,82.49
Pacific Ocean,2016-08-19,59.19
Persian Gulf,2016-08-19,95.73
Sea Okhotsk,2016-08-19,98.03
South China,2016-08-19,-9.01
Southern Ocean,2016-08-19,28.46
Tropics,2016-08-19,47.48
World,2016-08-19,49.18
Yellow Sea,2016-08-19,121.15
Adriatic Sea,2016-08-20,-2.59
Adriatic Sea,2016-08-20,1.92
Baltic Sea,2016-08-28,179.66
Sea Japan,2016-08-28,144.8
Sea Okhotsk,2016-08-28,96.39
Andaman Sea,2016-08-28,166.26
Sea Japan,2016-08-28,148.2
Andaman Sea,2016-08-29,161.51
Arabian Sea,2016-08-29,16.44
Atlantic Ocean,2016-08-29,55.01
Bay Bengal,2016-08-29,91.64
Bering Sea,2016-08-29,90.18
Caribbean Sea,2016-08-29,105.91
Gulf Mexico,2016-08-29,130.01
Indian Ocean,2016-08-29,40.86
Indonesian,2016-08-29,-3.83
Mediterranean,2016-08-29,97.89
Nino,2016-08-29,45.51
North Atlantic,2016-08-29,94.02
North Pacific,2016-08-29,104.18
North Sea,2016-08-29,106.56
Pacific Ocean,2016-08-29,56.88
Persian Gulf,2016-08-29,77.9
South China,2016-08-29,37.81
Southern Ocean,2016-08-29,35.92
Tropics,2016-08-29,53.45
World,2016-08-29,55.03
Yellow Sea,2016-08-29,149.98
Arabian Sea,2016-08-29,19.54
Atlantic Ocean,2016-08-29,55.1
Baltic Sea,2016-08-29,178.41
Bay Bengal,2016-08-29,97.63
Bering Sea,2016-08-29,88.4
Caribbean Sea,2016-08-29,101.73
Gulf Mexico,2016-08-29,127.56
Indian Ocean,2016-08-29,41.45
Indonesian,2016-08-29,3.33
Mediterranean,2016-08-29,90.34
Nino,2016-08-29,44.86
North Atlantic,2016-08-29,91.85
North Pacific,2016-08-29,103.53
North Sea,2016-08-29,122.89
Pacific Ocean,2016-08-29,55.39
Persian Gulf,2016-08-29,80.03
Sea Okhotsk,2016-08-29,96.43
South China,2016-08-29,39.49
Southern Ocean,2016-08-29,34.56
Tropics,2016-08-29,53.08
World,2016-08-29,54.88
Yellow Sea,2016-08-29,155.65
Adriatic Sea,2016-08-30,59.91
Adriatic Sea,2016-08-30,78.82
Baltic Sea,2016-09-07,187.26
North Sea,2016-09-07,123.66
Persian Gulf,2016-09-07,131.1
Sea Okhotsk,2016-09-07,75.49
Mediterranean,2016-09-07,97.44
Andaman Sea,2016-09-08,187.91
Arabian Sea,2016-09-08,7.64
Atlantic Ocean,2016-09-08,56.91
Bay Bengal,2016-09-08,111.44
Bering Sea,2016-09-08,79.68
Caribbean Sea,2016-09-08,84.81
Gulf Mexico,2016-09-08,134.61
Indian Ocean,2016-09-08,35.16
Indonesian,2016-09-08,19.27
Mediterranean,2016-09-08,101.89
Nino,2016-09-08,51.11
North Atlantic,2016-09-08,93.62
North Pacific,2016-09-08,109.48
Pacific Ocean,2016-09-08,62.58
Sea Japan,2016-09-08,137.5
South China,2016-09-08,21.81
Southern Ocean,2016-09-08,39.92
Tropics,2016-09-08,55.05
World,2016-09-08,57.33
Yellow Sea,2016-09-08,151.98
Andaman Sea,2016-09-08,185.86
Arabian Sea,2016-09-08,8.44
Atlantic Ocean,2016-09-08,57.9
Baltic Sea,2016-09-08,200.11
Bay Bengal,2016-09-08,115.83
Bering Sea,2016-09-08,82.7
Caribbean Sea,2016-09-08,89.63
Gulf Mexico,2016-09-08,148.56
Indian Ocean,2016-09-08,33.95
Indonesian,2016-09-08,20.03
Nino,2016-09-08,51.76
North Atlantic,2016-09-08,97.35
North Pacific,2016-09-08,109.23
North Sea,2016-09-08,147.19
Pacific Ocean,2016-09-08,61.69
Persian Gulf,2016-09-08,142.23
Sea Japan,2016-09-08,144.9
Sea Okhotsk,2016-09-08,66.33
South China,2016-09-08,19.89
Southern Ocean,2016-09-08,37.56
Tropics,2016-09-08,55.18
World,2016-09-08,57.28
Yellow Sea,2016-09-08,155.55
Adriatic Sea,2016-09-09,59.31
Adriatic Sea,2016-09-10,72.62
Baltic Sea,2016-09-17,145.86
Sea Okhotsk,2016-09-17,76.89
South China,2016-09-17,39.81
Andaman Sea,2016-09-17,186.16
Baltic Sea,2016-09-17,129.81
Gulf Mexico,2016-09-17,145.66
Indonesian,2016-09-17,35.63
Mediterranean,2016-09-17,105.44
Sea Japan,2016-09-17,121.2
Sea Okhotsk,2016-09-17,75.53
South China,2016-09-17,42.09
Andaman Sea,2016-09-18,172.01
Arabian Sea,2016-09-18,13.64
Atlantic Ocean,2016-09-18,57.81
Bay Bengal,2016-09-18,119.64
Bering Sea,2016-09-18,72.98
Caribbean Sea,2016-09-18,87.01
Gulf Mexico,2016-09-18,145.71
Indian Ocean,2016-09-18,46.26
Indonesian,2016-09-18,29.27
Mediterranean,2016-09-18,108.89
Nino,2016-09-18,50.61
North Atlantic,2016-09-18,105.12
North Pacific,2016-09-18,107.48
North Sea,2016-09-18,139.76
Pacific Ocean,2016-09-18,56.98
Persian Gulf,2016-09-18,66.9
Sea Japan,2016-09-18,112.9
Southern Ocean,2016-09-18,40.42
Tropics,2016-09-18,54.05
World,2016-09-18,57.13
Arabian Sea,2016-09-18,18.34
Atlantic Ocean,2016-09-18,60.2
Bay Bengal,2016-09-18,132.93
Bering Sea,2016-09-18,76.3
Caribbean Sea,2016-09-18,90.03
Indian Ocean,2016-09-18,47.85
Nino,2016-09-18,53.96
North Atlantic,2016-09-18,107.35
North Pacific,2016-09-18,109.13
North Sea,2016-09-18,155.79
Pacific Ocean,2016-09-18,57.39
Persian Gulf,2016-09-18,75.33
Southern Ocean,2016-09-18,40.26
Tropics,2016-09-18,55.78
World,2016-09-18,58.88
Yellow Sea,2016-09-18,210.75
Adriatic Sea,2016-09-19,64.11
Yellow Sea,2016-09-19,199.58
Adriatic Sea,2016-09-20,67.22
Andaman Sea,2016-09-27,167.51
Baltic Sea,2016-09-27,61.06
North Sea,2016-09-27,148.06
Persian Gulf,2016-09-27,-39.5
Sea Okhotsk,2016-09-27,81.99
South China,2016-09-27,47.41
Andaman Sea,2016-09-27,198.16
Gulf Mexico,2016-09-27,155.86
Mediterranean,2016-09-27,100.24
Persian Gulf,2016-09-27,-39.77
Sea Japan,2016-09-27,142.2
Sea Okhotsk,2016-09-27,93.63
Arabian Sea,2016-09-28,10.44
Atlantic Ocean,2016-09-28,61.61
Bay Bengal,2016-09-28,98.54
Bering Sea,2016-09-28,91.58
Caribbean Sea,2016-09-28,103.71
Gulf Mexico,2016-09-28,161.71
Indian Ocean,2016-09-28,24.16
Indonesian,2016-09-28,59.97
Mediterranean,2016-09-28,106.79
Nino,2016-09-28,51.81
North Atlantic,2016-09-28,107.02
North Pacific,2016-09-28,110.88
Pacific Ocean,2016-09-28,59.08
Sea Japan,2016-09-28,154.2
Southern Ocean,2016-09-28,27.22
Tropics,2016-09-28,56.35
World,2016-09-28,55.93
Yellow Sea,2016-09-28,167.38
Arabian Sea,2016-09-28,15.34
Atlantic Ocean,2016-09-28,65.2
Baltic Sea,2016-09-28,91.01
Bay Bengal,2016-09-28,112.53
Bering Sea,2016-09-28,93.6
Caribbean Sea,2016-09-28,104.83
Indian Ocean,2016-09-28,28.75
Indonesian,2016-09-28,55.73
Nino,2016-09-28,54.86
North Atlantic,2016-09-28,111.35
North Pacific,2016-09-28,111.33
North Sea,2016-09-28,173.09
Pacific Ocean,2016-09-28,59.19
South China,2016-09-28,60.59
Southern Ocean,2016-09-28,29.26
Tropics,2016-09-28,58.28
World,2016-09-28,58.38
Yellow Sea,2016-09-28,178.45
Adriatic Sea,2016-09-29,48.81
Adriatic Sea,2016-09-29,74.82
Andaman Sea,2016-10-07,135.96
Bay Bengal,2016-10-07,83.93
Gulf Mexico,2016-10-07,157.56
Mediterranean,2016-10-07,82.64
Sea Okhotsk,2016-10-07,29.93
Adriatic Sea,2016-10-08,62.22
Arabian Sea,2016-10-08,10.04
Atlantic Ocean,2016-10-08,66.6
Baltic Sea,2016-10-08,107.31
Bering Sea,2016-10-08,118.2
Caribbean Sea,2016-10-08,104.43
Indian Ocean,2016-10-08,17.85
Indonesian,2016-10-08,66.73
Nino,2016-10-08,49.56
North Atlantic,2016-10-08,107.55
North Pacific,2016-10-08,110.83
North Sea,2016-10-08,114.79
Pacific Ocean,2016-10-08,60.59
Persian Gulf,2016-10-08,-15.07
Sea Japan,2016-10-08,153.7
South China,2016-10-08,45.99
Southern Ocean,2016-10-08,28.16
Tropics,2016-10-08,56.58
World,2016-10-08,56.88
Yellow Sea,2016-10-08,161.15
Andaman Sea,2016-10-17,134.76
Bay Bengal,2016-10-17,94.23
Bering Sea,2016-10-17,95.9
Gulf Mexico,2016-10-17,170.66
Indonesian,2016-10-17,63.53
Mediterranean,2016-10-17,125.34
Sea Japan,2016-10-17,166.9
Sea Okhotsk,2016-10-17,73.43
South China,2016-10-17,78.19
Arabian Sea,2016-10-18,7.04
Atlantic Ocean,2016-10-18,61.1
Caribbean Sea,2016-10-18,98.43
Indian Ocean,2016-10-18,31.45
Nino,2016-10-18,55.66
North Atlantic,2016-10-18,97.65
North Pacific,2016-10-18,115.63
North Sea,2016-10-18,29.99
Pacific Ocean,2016-10-18,64.39
Persian Gulf,2016-10-18,65.23
Southern Ocean,2016-10-18,35.06
Tropics,2016-10-18,59.98
World,2016-10-18,60.38
Yellow Sea,2016-10-18,172.65
Adriatic Sea,2016-10-19,105.12
Andaman Sea,2016-10-27,132.16
Bay Bengal,2016-10-27,66.13
Bering Sea,2016-10-27,105.5
Gulf Mexico,2016-10-27,187.76
Indian Ocean,2016-10-27,33.45
Mediterranean,2016-10-27,127.14
Sea Japan,2016-10-27,170.5
Sea Okhotsk,2016-10-27,57.03
South China,2016-10-27,59.29
Southern Ocean,2016-10-27,36.36
Arabian Sea,2016-10-28,25.24
Atlantic Ocean,2016-10-28,72.3
Caribbean Sea,2016-10-28,109.93
Indonesian,2016-10-28,82.43
Nino,2016-10-28,54.46
North Atlantic,2016-10-28,112.05
North Pacific,2016-10-28,107.13
North Sea,2016-10-28,202.29
Pacific Ocean,2016-10-28,57.99
Persian Gulf,2016-10-28,86.63
Tropics,2016-10-28,59.98
World,2016-10-28,60.78
Yellow Sea,2016-10-28,148.75
